ID,Tên,Thông tin mô tả,Tính năng nổi bật,Tính năng khác,Kiểu dáng,Màu bên ngoài,Chiều dài(mm),Chiều dài cơ sở(mm),Chiều rộng(mm),khoảng sáng gầm(mm),Số chỗ ngồi,Trọng lượng bản thân (kg),Trọng lượng toàn tải,Dung tích khoang hành lý (lít),Dung tích khoang hành lý khi gặp ghế sau (lít),Công suất tốt đa,Tốc độ tối đa,0-100,Tầm hoạt động,Dung lượng pin,Chi phí sạc đầy,Chi phí hàng tháng,Sạc chậm (giờ),Sạc tiêu chuẩn (giờ),Sạc treo tường
100000631,VinFast VF9 2024 Plus ,"Vf9 plus 2024 6 chỗ trần kính-Odo 1.000 km-Mua pin catl-Sạc free hết năm 2027-Xe xuất hoá đơn được hơn 1 tỷ-Sơn zin cả xe bản chưa cắt-(Có điều hoà hàng ghế 3 ), Led bậc cửa",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Cửa sổ trời - Ghế da - Hỗ trợ lái - Hỗ trợ phanh khẩn cấp - Khả năng siêu nạp - Khả năng tự lái hoàn toàn - Nội thất bảy chỗ,Âm thanh 13 loa - Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Cửa gió điều hoà hàng ghế thứ 2 - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí bên phía trước và sau - Túi khí rèm phía trước và sau - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Xám,5118,3150,2254,197,7,2830,3306,,,402.0 hp,200 km/h,7.5 giây,480.0 km,92.0 kWh,161000 VNĐ,503000 VNĐ,Sạc đầy khoảng 8-10 giờ,Sạc đầy khoảng 4 giờ,Sạc đầy khoảng 70% dưới 26 phút
100000659,Vinfast VF9 ,"VinFast VF9 Ưu Đãi Tốt Tháng 03/2026 - Xe Sẵn Giao Ngay.--🌼𝐐𝐮𝐚̀ 𝐭𝐚̣̆𝐧𝐠 𝐭𝐢𝐞̂̀𝐧 𝐦𝐚̣̆𝐭 𝐥𝐞̂𝐧 đ𝐞̂́𝐧 𝟏𝟓𝐓𝐫𝐢𝐞̣̂𝐮 -🌸𝐓𝐚̣̆𝐧𝐠 𝐅𝐮𝐥𝐥 𝐩𝐡𝐮̣ 𝐤𝐢𝐞̣̂𝐧 𝐃𝐚́𝐧 𝐩𝐡𝐢𝐦, 𝐋𝐨́𝐭 𝐬𝐚̀𝐧, 𝐂𝐚𝐦𝐞𝐫𝐚 𝐡𝐚̀𝐧𝐡 𝐭𝐫𝐢̀𝐧𝐡 -Đ𝐚̣̆𝐭 𝐛𝐢𝐞̣̂𝐭 𝐦𝐮𝐚 𝐱𝐞 𝐜𝐡𝐢̉ 𝐭𝐮̛̀ 𝟎 đ𝐨̂̀𝐧𝐠 - 𝐀́𝐩 𝐝𝐮̣𝐧𝐠 𝐜𝐡𝐨 𝐭𝐚̂́𝐭 𝐜𝐚̉ 𝐝𝐨̀𝐧𝐠 𝐱𝐞 --🔱 𝐕𝐅𝟗 : 𝟏𝐭𝐲̉𝟐𝟗𝟗--- Miễn phí sạc tới 02/2029--✅ 𝐇𝐨̂̃ 𝐭𝐫𝐨̛̣ 𝐠𝐨́𝐩 𝐭𝐨̂́𝐢 đ𝐚 𝟖𝟓% -✅ 𝐇𝐨̂̃ 𝐓𝐫𝐨̛̣ đ𝐚̆𝐧𝐠 𝐤𝐲́ 𝐇𝐓𝐗 , 𝐆𝐫𝐚𝐩 , 𝐁𝐞 , 𝐏𝐥𝐚𝐬𝐭𝐟𝐨𝐫𝐦 𝐦𝐢𝐞̂̃𝐧 𝐩𝐡𝐢́ -📥 𝐼𝑛𝑏𝑜𝑥 𝑁𝐺𝐴𝑌 đ𝑒̂̉ đ𝑢̛𝑜̛̣𝑐 𝑡𝑢̛ 𝑣𝑎̂́𝑛 𝑣𝑎̀ đ𝑎̣̆𝑡 𝑙𝑖̣𝑐ℎ 𝑙𝑎́𝑖 𝑡ℎ𝑢̛̉ 𝑀𝐼𝐸̂̃𝑁 𝑃𝐻𝐼́ !!",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Cửa sổ trời - Ghế da - Hỗ trợ lái - Hỗ trợ phanh khẩn cấp - Khả năng siêu nạp,Âm thanh 13 loa - Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Cửa gió điều hoà hàng ghế thứ 2 - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí bên phía trước và sau - Túi khí rèm phía trước và sau - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Khác,5118,3150,2254,197,7,2830,3306,,,402.0 hp,200 km/h,7.5 giây,480.0 km,92.0 kWh,161000 VNĐ,503000 VNĐ,Sạc đầy khoảng 8-10 giờ,Sạc đầy khoảng 4 giờ,Sạc đầy khoảng 70% dưới 26 phút
100000745,VinFast VF 3 ALLNEW 2026 bản TC2 💕💕,"‼️SOS ‼️BÊN E VỪA VỀ VF3 TC2 SẴN TRẮNG - XÁM - VÀNG- HỒNG PHẤN - XANH LÁ TIÊU CHUẨN 2 VÀ ECO ĐÃ VỀ ‼️‼️-👉KẾT NỐI ANDROID VÀ APPLE ‼️-👉BẢN MỚI NHẤT 2026 GIÁ RẺ HƠN HÃNG 40 CỦ -‼️CHỈ 2️⃣6️⃣3️⃣Tr 👉CHỜ KHÁCH CHỐT E GIAO TẬN NHÀ ✈️✈️✈️🍃-👉Lô Hà Tĩnh mới nhất có đèn sạc pin, đã gia cố càng A…-👉BAO BIỂN TỈNH +3tr-👉BAO BIỂN HN 15tr-LH:***💕💕",Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Bluetooth - Cân bằng điện tử - Chống bó cứng phanh - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hỗ trợ khởi hành ngang dốc - Kiểm soát lực kéo - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Khác,3190,2075,1679,191,5,857,1157,36,285,43.0 hp,100 km/h,19.3 giây,210.0 km,18.6 kWh,25000 VNĐ,384000 VNĐ,Sạc đầy khoảng 18 giờ,Sạc đầy khoảng 6 giờ,Sạc đầy khoảng 70% trong 36 phút
100000533,VinFast VF6 Eco Plus 2026 Mới,"VF6 sẵn xe giao ngay giá hấp dẫn--‼️TẤT CẢ ƯU ĐÃI CHO XE VF6‼️-🚗 GIẢM ngay 6% chương trình vì tương lai xanh-🚗 GIẢM 5% cho khách hàng thuộc Công An Quân đội -🚗 GIẢM 15 TRIỆU cho xe VIN2025 (Số lượng có hạn) -🚗 Tăng bộ Film cách nhiệt, Camera hành trình, bộ thảm cao su, tổng 15 món phụ kiện -🚗 Miễn phí sạc mỗi tháng 10 lần đến hết tháng 2/2029-🚗 Miễn phí trước bạ cho tất cả dòng xe điện-🚗 Miễn phí giư xe tại các hệ thống Vingroup-🚗 Bảo hành xe 7 năm hoặc 160.000km -🚗 Bảo hành pin 8 năm hoặc 160.000km-🚗 Hỗ trợ đăng ký, miễn phí Hợp tác xã lên tới 7 năm-🚗 Hỗ trợ đăng ký chạy tất cả app Xanh. Grab. Be...-🚗 Vay 70% xe lãi suất 7.9% 3 năm-🚗 Vay 100% xe mỗi tháng trả 18 triệu giảm dần--VINFAST ÂU LẠC HẢI PHÒNG",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Ghế da - Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Khác,4238,2730,1820,170,5,1550,1977,350,1275,201.0 hp,175 km/h,8.5 giây,381.0 km,59.6 kWh,104000 VNĐ,400000 VNĐ,Sạc đầy khoảng 18 giờ,Sạc đầy khoảng 9 giờ,"Sạc đầy khoảng 70% trong 24,19 phút"
100000750,VinFast VFe34 2023 ,Hàng về-VFe34 vin 2023-Đã Mua pin LFP mới-Odo 1.7v km,Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Ghế da - Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Âm thanh 6 loa - Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Đỏ,4300,2611,1793,180,5,1490,1815,290,,147.0 hp,130 km/h,12.0 giây,318.6 km,42.0 kWh,73000 VNĐ,384000 VNĐ,Sạc đầy khoảng 19.4 giờ,Sạc đầy khoảng 6 giờ,Sạc đầy khoảng 80% trong 18 phút
100000780,VinFast VF5 2024 Plus ,"Vf5 Plus mua pin 2024 odo 4,5 vạn-Xe thay đèn bi + tấm ốp pin rồi",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Ghế da - Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Xám,3967,2513,1723,182,5,1360,1685,260,900,134.0 hp,130 km/h,12.0 giây,326.4 km,37.2 kWh,64000 VNĐ,320000 VNĐ,Sạc đầy khoảng 18 giờ,Sạc đầy khoảng 6 giờ,Sạc đầy khoảng 70% trong 30 phút
100000304,VinFast VF3 Eco Plus Mới 2026,"🚗 VF3 Plus màu Trắng, đỏ, xám, xanh dương, xanh lá, hồng, vàng – xe nhỏ gọn, cá tính, cực dễ chạy phố--💰 Vin 2025 giảm thêm 10tr-🎁 Giảm 6% Vì tương lai xanh-🎁 Giảm thêm 5% Bộ đội – Công an-🔋 Miễn phí sạc 3 năm-💵 Hỗ trợ trả trước 0 đồng--VINFAST ÂU LẠC HẢI PHÒNG !!!",Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Bluetooth - Cân bằng điện tử - Chống bó cứng phanh - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hỗ trợ khởi hành ngang dốc - Kiểm soát lực kéo - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Xám,3190,2075,1679,191,5,857,1157,36,285,43.0 hp,100 km/h,19.3 giây,210.0 km,18.6 kWh,25000 VNĐ,384000 VNĐ,Sạc đầy khoảng 18 giờ,Sạc đầy khoảng 6 giờ,Sạc đầy khoảng 70% trong 36 phút
100000778,BYD M6 2024 Standard ,"Hàng độc nhất việt nam mới về  Atto 3 đen premium siêu lướt): -- xe 2024 đăng ký 2/2025 -- odo đi 8.911km (đi ít nhất việt nam)-- bảo hành xe đến 2031, bảo hành pin đến 2033-- sơn zin 100%. Ko va chạm ko ngập nước.cam kết bằng hợp đồng mua bán-- đã rút hồ sơ.xuất hoá đơn công ty-👉 giá : 69x tr.ship xe toàn quốc-☎️ Mr:Sơn-👉 1 xe duy nhất.bác nào nhanh tay thì có xe nhé!",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Ghế da - Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Cửa gió điều hoà hàng ghế thứ 2 - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí bên phía trước và sau - Túi khí rèm phía trước và sau - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,Minivan (MPV),Đen,4710,2800,1810,170,7,1800,2374,180,950,161.0 hp,180 km/h,10.1 giây,420.0 km,55.4 kWh,96000 VNĐ,343000 VNĐ,Sạc đầy khoảng 25 giờ,Sạc đầy khoảng 7.5 giờ,Sạc đầy khoảng 10-80% trong 40 phút
100000770,VinFast VF8 2022 Plus ,"VF8 Plus sx 2022 thuê Pin tiên phong -Odo 9,8v full lịch sử hãng -Màu trắng nội thất nâu cực đẹp -Bao check test mọi nơi theo yêu cầu -Xe lên dán fim thảm sàn fim cách nhiệt-Hỗ trợ trả góp lên tới 70% giá trị xe",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Cửa sổ trời - Ghế da - Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Âm thanh 10 loa - Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Cửa gió điều hoà hàng ghế thứ 2 - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí bên phía trước và sau - Túi khí rèm phía trước và sau - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Trắng,4750,2950,1934,179,5,2540,2990,376,1373,402.0 hp,200 km/h,5.5 giây,400.0 km,82.0 kWh,156000 VNĐ,585000 VNĐ,Sạc đầy khoảng 8-10 giờ,Sạc đầy khoảng 4 giờ,Sạc đầy khoảng 70% dưới 24 phút
100000740,VinFast VF6 XE SẴN GIAO NGAY ,"🚗⚡ VINFAST VF 6 – SUV ĐIỆN CHẤT NHẤT PHÂN KHÚC! ⚡🚗-🔥 Chọn VF 6 – Chọn xe điện thông minh, tiết kiệm, đẳng cấp! 🔥-✅ 2 phiên bản phù hợp nhu cầu:- • VF 6: 100kW – 381 km/lần sạc- • VF 6 Plus: 150kW – 399 km/lần sạc-💰 Giá chỉ từ 689 triệu – Trả trước từ 141 triệu!-🔋 ƯU ĐIỂM VƯỢT TRỘI-✔️ Thiết kế SUV B hiện đại, sang trọng-✔️ Dẫn động cầu trước – Vận hành linh hoạt-✔️ Hệ thống treo MacPherson & Đa điểm – Êm ái, ổn định-✔️ An toàn vượt trội: VF6 có 4 túi khí, VF6 Plus lên đến 8 túi khí-✔️ Công nghệ thông minh: Trợ lý ảo, cập nhật phần mềm OTA-🏆 LỢI THẾ VINFAST – ĐẦU TƯ TƯƠNG LAI 🏆-🌍 Xe điện bảo vệ môi trường – Giảm chi phí nhiên liệu-🔋 Trạm sạc phủ khắp – Không lo sạc pin-🛠️ Bảo hành 7 năm – Dịch vụ khách hàng tận tâm-📞 Liên hệ ngay để được tư vấn & lái thử! ☎️ ***-Địa chỉ: Số 1248 Nguyễn Bỉnh Khiêm, Đông Hải, Hải Phòng. -#vf6 #vf6plus #vinfast #giáxe #xeđẹp #xeđiện #ôtôđiện #vinfastaulac  #dailyvinfast #vinfasthaiphong #xuhuong #trending #thinhhanh #viral",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Ghế da - Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Khác,4238,2730,1820,170,5,1550,1977,350,1275,134.0 hp,150 km/h,8.5 giây,399.0 km,59.6 kWh,104000 VNĐ,400000 VNĐ,Sạc đầy khoảng 18 giờ,Sạc đầy khoảng 9 giờ,"Sạc đầy khoảng 70% trong 24,19 phút"
100000771,VinFast VF5 2024 Plus ,"Vf5 bản plus sx 2024-Odo 2.2v zin.-Xe đẹp đã lên: cảm biến áp suất lốp, đèn led, dán kính, Sàn.",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Ghế da - Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Trắng,3967,2513,1723,182,5,1360,1685,260,900,134.0 hp,130 km/h,12.0 giây,326.4 km,37.2 kWh,64000 VNĐ,320000 VNĐ,Sạc đầy khoảng 18 giờ,Sạc đầy khoảng 6 giờ,Sạc đầy khoảng 70% trong 30 phút
100000774,VinFast VF3 2024 ,"🚘 VF3 Xanh lướt thuê pin sản xuất 2024-✨ Đã trang bị gần 40T Phụ Kiện: Lên ghế da Napa 4 ghế mềm 8T + Thảm sàn+ bọc vô lăng + ốp lazzang+  , gia cố càng A, đăng kiểm 2 năm , đèn bi led , độ chống ồn,....v.v và nhiều đồ chơi khác",Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Bluetooth - Cân bằng điện tử - Chống bó cứng phanh - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hỗ trợ khởi hành ngang dốc - Kiểm soát lực kéo - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Xanh dương,3190,2075,1679,191,5,857,1157,36,285,43.0 hp,100 km/h,19.3 giây,210.0 km,18.6 kWh,25000 VNĐ,384000 VNĐ,Sạc đầy khoảng 18 giờ,Sạc đầy khoảng 6 giờ,Sạc đầy khoảng 70% trong 36 phút
100000769,VinFast VF8 2023 Eco ,"VF8 Eco 2023 Pin CATL đứt pin--- Xe chính chủ 1 chủ từ đầu biển trắng odo k taxi dịch vụ.  Full lịch sử hãng sơn zin gần như cả xe. Bao check test toàn quốc lỗi phát hiện lỗi gửi AE 10tr đến xem xe---Xe đã lên 80tr tiền đồ chơi: cách âm chống ồn full xe loại tôt, lốp chống xịt, dán PPF full nội ngoại thất, thảm sàn Kata, fim cách nhiệt cao cấp, cốp điện...",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Cửa sổ trời - Ghế da - Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Âm thanh 10 loa - Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Cửa gió điều hoà hàng ghế thứ 2 - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí bên phía trước và sau - Túi khí rèm phía trước và sau - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Xanh dương,4750,2950,1934,179,5,2540,2990,376,1373,349.0 hp,200 km/h,6.5 giây,420.0 km,82.0 kWh,156000 VNĐ,585000 VNĐ,Sạc đầy khoảng 8-10 giờ,Sạc đầy khoảng 4 giờ,Sạc đầy khoảng 70% dưới 24 phút
100000773,VinFast VF9 2025 ,VF9 Plus 2025 7 ghế trần thép -Lăn bánh 17.000 km,Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Cửa sổ trời - Ghế da - Hỗ trợ lái - Hỗ trợ phanh khẩn cấp - Khả năng siêu nạp,Âm thanh 13 loa - Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Cửa gió điều hoà hàng ghế thứ 2 - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí bên phía trước và sau - Túi khí rèm phía trước và sau - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Đen,5118,3150,2254,197,7,2830,3306,,,402.0 hp,200 km/h,7.5 giây,480.0 km,92.0 kWh,161000 VNĐ,503000 VNĐ,Sạc đầy khoảng 8-10 giờ,Sạc đầy khoảng 4 giờ,Sạc đầy khoảng 70% dưới 26 phút
100000768,VinFast VF8 2022 Plus ,"Xe mới về siêu chất.-VF8 Plus sx 2022 odo 6v full lịch sử hãng-Xe bản thuê Pin tiên phong 2,1tr/1 tháng chạy không giới hạn km, miễn phí sạc tới 2027 chi phí siêu rẻ.-Xe lên bộ thảm sàn fim cách nhiệt cao cấp, dàn lốp mới thay siêu mới siêu êm ái. -Màu xám nội thất nâu da bò siêu hiếm. -Bao check mọi nơi theo yêu cầu, hỗ trợ bank lên tới 70% giá trị xe.",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Cửa sổ trời - Ghế da - Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Âm thanh 10 loa - Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Cửa gió điều hoà hàng ghế thứ 2 - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí bên phía trước và sau - Túi khí rèm phía trước và sau - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Xám,4750,2950,1934,179,5,2540,2990,376,1373,402.0 hp,200 km/h,5.5 giây,400.0 km,82.0 kWh,156000 VNĐ,585000 VNĐ,Sạc đầy khoảng 8-10 giờ,Sạc đầy khoảng 4 giờ,Sạc đầy khoảng 70% dưới 24 phút
100000658,Vinfast VF8 ,"VinFast VF8 Ưu Đãi Tốt Tháng 03/2026 - Xe Sẵn Giao Ngay.--🌼𝐐𝐮𝐚̀ 𝐭𝐚̣̆𝐧𝐠 𝐭𝐢𝐞̂̀𝐧 𝐦𝐚̣̆𝐭 𝐥𝐞̂𝐧 đ𝐞̂́𝐧 𝟏𝟓𝐓𝐫𝐢𝐞̣̂𝐮 -🌸𝐓𝐚̣̆𝐧𝐠 𝐅𝐮𝐥𝐥 𝐩𝐡𝐮̣ 𝐤𝐢𝐞̣̂𝐧 𝐃𝐚́𝐧 𝐩𝐡𝐢𝐦, 𝐋𝐨́𝐭 𝐬𝐚̀𝐧, 𝐂𝐚𝐦𝐞𝐫𝐚 𝐡𝐚̀𝐧𝐡 𝐭𝐫𝐢̀𝐧𝐡 -Đ𝐚̣̆𝐭 𝐛𝐢𝐞̣̂𝐭 𝐦𝐮𝐚 𝐱𝐞 𝐜𝐡𝐢̉ 𝐭𝐮̛̀ 𝟎 đ𝐨̂̀𝐧𝐠 - 𝐀́𝐩 𝐝𝐮̣𝐧𝐠 𝐜𝐡𝐨 𝐭𝐚̂́𝐭 𝐜𝐚̉ 𝐝𝐨̀𝐧𝐠 𝐱𝐞 --🔱 𝐕𝐅𝟖: 𝟖𝟒𝟕𝐭𝐫  --- Miễn phí sạc tới 02/2029--✅ 𝐇𝐨̂̃ 𝐭𝐫𝐨̛̣ 𝐠𝐨́𝐩 𝐭𝐨̂́𝐢 đ𝐚 𝟖𝟓% -✅ 𝐇𝐨̂̃ 𝐓𝐫𝐨̛̣ đ𝐚̆𝐧𝐠 𝐤𝐲́ 𝐇𝐓𝐗 , 𝐆𝐫𝐚𝐩 , 𝐁𝐞 , 𝐏𝐥𝐚𝐬𝐭𝐟𝐨𝐫𝐦 𝐦𝐢𝐞̂̃𝐧 𝐩𝐡𝐢́ -📥 𝐼𝑛𝑏𝑜𝑥 𝑁𝐺𝐴𝑌 đ𝑒̂̉ đ𝑢̛𝑜̛̣𝑐 𝑡𝑢̛ 𝑣𝑎̂́𝑛 𝑣𝑎̀ đ𝑎̣̆𝑡 𝑙𝑖̣𝑐ℎ 𝑙𝑎́𝑖 𝑡ℎ𝑢̛̉ 𝑀𝐼𝐸̂̃𝑁 𝑃𝐻𝐼́ !!",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Cửa sổ trời - Ghế da - Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Âm thanh 10 loa - Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Cửa gió điều hoà hàng ghế thứ 2 - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí bên phía trước và sau - Túi khí rèm phía trước và sau - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Khác,4750,2950,1934,179,5,2540,2990,376,1373,349.0 hp,200 km/h,6.5 giây,420.0 km,82.0 kWh,156000 VNĐ,585000 VNĐ,Sạc đầy khoảng 8-10 giờ,Sạc đầy khoảng 4 giờ,Sạc đầy khoảng 70% dưới 24 phút
