id,reasoning,brand,car_model,imputed_year,imputed_mileage_km,imputed_condition,battery_status,is_accident_free,has_aftermarket_mods
3184,Name indicates VF3 and year 2025: 'VinFast VF3 2025 Đỏ' -> imputed_year = 2025. ODO value not explicitly stated (only 'Odo 51xx km' which is not a precise number) -> imputed_mileage_km = null. No explicit condition or battery status. has_aftermarket_mods = false.,VinFast,VF3,2025.0,,,,,False
3185,"Name shows VF3 with year 2024 and '26000 km' OD(O) -> imputed_year = 2024, imputed_mileage_km = 26000. No explicit condition or battery status given. has_aftermarket_mods = false.",VinFast,VF3,2024.0,26000.0,,,,False
3186,"Name indicates VF5 with color but no year or mileage explicit. -> imputed_year = null, imputed_mileage_km = null, imputed_condition = null. brand = VinFast; car_model = 'VF5'. has_aftermarket_mods = false.",VinFast,VF5,,,,,,False
3187,Name lists 'VF5 Plus 2025' -> imputed_year = 2025. 'Màu Xám - 1vkm - Mua pin' indicates battery_status = 'Mua pin'. Mileage is written as '1vkm' but it is not a clear numeric value; thus imputed_mileage_km = null. No explicit condition. car_model = 'VF5 Plus'. brand = VinFast.,VinFast,VF5 Plus,2025.0,,,Mua pin,,False
3188,"Description starts with 'VINFAST VF 8 - MỚI XUẤT XƯỞNG 100% - GIAO NGAY!' which explicitly indicates a new car. imputed_condition = 'Mới 100%'. Since it's new, imputed_mileage_km = 0. Year is mentioned vaguely as production years [2025,2026], so imputed_year = null. Other fields not explicitly stated.",VinFast,VF8,,0.0,Mới 100%,,,False
3189,"Name includes VF5 and no explicit year or mileage value; thus imputed_year = null, imputed_mileage_km = null. No explicit condition or battery status. brand = VinFast; car_model = VF5.",VinFast,VF5,,,,,,False
3190,"Name indicates VF9 Plus 2025; year = 2025. Text lists aftermarket options: 'Dán kính Konica 30tr, PPF, Rèm điện…' -> has_aftermarket_mods = true. Mileage not stated; imputed_mileage_km = null. brand = VinFast; car_model = VF9 Plus.",VinFast,VF9 Plus,2025.0,,,,,True
3191,Name includes VF3 and year 2025. ODO 5.000 km is explicit -> imputed_mileage_km = 5000. Condition implied as used by presence of 'cũ' in the prompt and mileage; set imputed_condition = 'Đã qua sử dụng'. Battery status indicated: 'Mua pin' -> battery_status = 'Mua pin'. brand = VinFast; car_model = VF3.,VinFast,VF3,2025.0,5000.0,Đã qua sử dụng,Mua pin,,False
3192,"Name indicates VF8 2023 Eco; year = 2023. ODO not stated, battery tech 'Pin CATL' is mentioned but not a purchase/rental status -> imputed_mileage_km=null, imputed_condition=null, battery_status=null. brand = VinFast; car_model = VF8.",VinFast,VF8,2023.0,,,,,False
3193,Name indicates VF5 Plus 2024. ODO is explicit: '138000 km' -> imputed_mileage_km = 138000. Year = 2024. Text includes 'pin mua' -> battery_status = 'Mua pin'. imputed_year = 2024. imputed_condition null (no explicit used/new phrasing beyond mileage). brand = VinFast; car_model = VF5 Plus.,VinFast,VF5 Plus,2024.0,138000.0,,Mua pin,,False
3194,Name shows VF3 2025 Xám -> imputed_year = 2025. ODO explicit: 'Odo 2.800 km' -> imputed_mileage_km = 2800. No explicit condition or battery status provided. brand = VinFast; car_model = VF3.,VinFast,VF3,2025.0,2800.0,,,,False
3210,"Year inferred from name VinFast VF5 Plus 2025. ODO described as odo luot 2v km => 20000 km. No explicit phrase for condition (Mới 100% or Đã qua sử dụng), imputed_condition = null.",VinFast,VF5 Plus,2025.0,20000.0,,,,False
3211,Year indicated as 2025 in the name. No mileage specified in description and no explicit condition phrase (Mới 100% or Đã qua sử dụng).,VinFast,LIMO GREEN,2025.0,,,,,False
3212,"Description includes explicit phrase Mới 100% (kích hoạt tháng 9/2025, mới 100% chính chủ). Therefore imputed_condition = Mới 100% and imputed_mileage_km = 0 per new car rule.",VinFast,VF3,2025.0,0.0,Mới 100%,,,False
3213,"Odo 40.000km. Cam kết không đâm đụng, ngập nước implies accident-free. Battery status specified as Thuê pin.",VinFast,VF3,2024.0,40000.0,,Thuê pin,True,True
3214,Name includes 600 km indicating mileage 600. No explicit condition. ,VinFast,VF6 Plus,2025.0,600.0,,,,False
3215,"Name includes 600 km indicating mileage 600. Description mentions no accidents and no floods, implying accident-free.",VinFast,VF6 Plus,2025.0,600.0,,,True,False
3216,"Odo 34.000km. Cam kết KHÔNG đâm đụng, KHÔNG ngập nước indicates accident-free.",VinFast,VFe34 23,2023.0,34000.0,,,True,False
3217,"Odo 10.000 km. Cam kết xe không đâm đụng, không ngập nước, không tua km.",VinFast,VF6 ECO,2025.0,10000.0,,,True,False
3218,"Odo 12.000 km. Cam kết không đâm đụng, không ngập nước, không tua km.",VinFast,VF5,2025.0,12000.0,,,True,False
3219,Year 2025 in name. No mileage or explicit condition mentioned.,VinFast,Limo Green,2025.0,,,,,False
3220,No explicit year or mileage stated in description.,VinFast,VF3,,,,,,False
3221,"Odo 10.000km. PIN THUÊ indicated; no explicit accident information, but text notes no accidents.",VinFast,VF3,2024.0,10000.0,,Thuê pin,True,False
3222,Odo 15.000 km.,VinFast,VF3,2025.0,15000.0,,,,False
3223,PIN MUA and ODO 23.000km.,VinFast,VF5 Plus,2025.0,23000.0,,Mua pin,,False
3224,VF6 Plus 2024 with 21000 km.,VinFast,VF6 Plus,2024.0,21000.0,,,,False
3195,"Evidence: 'Odo: 10.000km' -> imputed_mileage_km=10000. 'Mua pin' -> battery_status. 'KHÔNG đâm đụng, KHÔNG ngập nước' -> is_accident_free = true. 'Film cách nhiệt' -> has_aftermarket_mods = true. 'Vinfast VF5 Plus 2025' -> imputed_year=2025. 'VF5 PLUS 25' indicates model; imputed_condition not explicitly stated ('Đã qua sử dụng' not explicitly).",VinFast,VF5 Plus,2025.0,10000.0,,Mua pin,True,True
3196,"Evidence: 'Vf9 plus đỏ vin 2023 thuê pin' -> imputed_year=2023. ODO not stated -> imputed_mileage_km=null. 'Thuê pin' -> battery_status. No explicit mileage or condition -> imputed_mileage_km=null, imputed_condition=null. 'film , sàn, rèm trần , bản 6 ghế...' -> has_aftermarket_mods = true. ",VinFast,VF9 Plus,2023.0,,,Thuê pin,,True
3197,"Evidence: 'VF3 2025' -> imputed_year=2025. No ODO mentioned -> imputed_mileage_km=null. 'Giá góc: 299.000.000vnđ' etc. -> no battery_status explicit -> imputed_condition=null, battery_status=null. ",VinFast,VF3,2025.0,,,,,False
3198,"Evidence: 'VF3 sx 2025 Thuê Pin, odo 9.200 km' -> imputed_year=2025, imputed_mileage_km=9200. 'Thuê Pin' -> battery_status. 'Camara... ống ớp mâm...' plus 'đã lên 1 ít đồ full cách nhiệt 3M' -> has_aftermarket_mods = true. 'Cam kết : không đâm đụng , không bơi lội' not explicitly stated here, so is_accident_free=null.",VinFast,VF3 SX,2025.0,9200.0,,Thuê pin,,True
3199,"Evidence: 'Odo: 23.000km' -> imputed_mileage_km=23000. 'Mua Pin' -> battery_status. 'Film cách nhiệt, lót sàn, camera hành trình' -> has_aftermarket_mods = true. 'KHÔNG đâm đụng, KHÔNG ngập nước' -> is_accident_free = true. 'Vinfast VF5 Plus 2024' -> imputed_year=2024.",VinFast,VF5 Plus,2024.0,23000.0,,Mua pin,True,True
3200,"Evidence: 'Vinfast VF5 Plus - 2025 (Mua pin)' -> imputed_year=2025. 'Odo: 9.600 km' -> imputed_mileage_km=9600. 'Giá : 450 triệu' → no other mod details. 'Mua Pin' -> battery_status. 'Không đâm đụng ảnh hưởng đến khung xương xe, Không ngập nước' -> is_accident_free=true.",VinFast,VF5 Plus,2025.0,9600.0,,Mua pin,True,False
3201,"Evidence: 'VINFAST VF5 PLUS: 507 Triệu ( Mua Pin)' -> battery_status. 'Tháng 9/2025' -> imputed_year=2025. Other fields lack explicit data (mileage, ODO, condition) -> imputed_mileage_km=null, imputed_condition=null, is_accident_free=null, has_aftermarket_mods=null.",VinFast,VF5 Plus,2025.0,,,Mua pin,,False
3202,Evidence: 'VF3 2025' -> imputed_year=2025. No ODO provided -> imputed_mileage_km=null. No explicit battery_status or accident info -> values null where not stated.,VinFast,VF3,2025.0,,,,,False
3203,"Evidence: 'VF3 2024' -> imputed_year=2024. 'Odo 11.000km' -> imputed_mileage_km=11000. 'Thuê pin' -> battery_status. 'Cam kết : không đâm đụng , không bơi lội' -> is_accident_free=true. 'đã lên 1 ít đồ full cách nhiệt 3M , ...' -> has_aftermarket_mods=true.",VinFast,VF3,2024.0,11000.0,,Thuê pin,True,True
3204,"Evidence: 'Cho thuê VinFast Limo Green' -> model 'Limo Green' with no explicit year or mileage data. No battery or accident data explicit. -> imputed_year=null, imputed_mileage_km=null, imputed_condition=null, battery_status=null, is_accident_free=null, has_aftermarket_mods=null.",VinFast,Limo Green,,,,,,False
3205,Evidence: 'VF3 2024 thuê pin' -> imputed_year=2024. '1700 km' -> imputed_mileage_km=1700. 'Thuê pin' -> battery_status. Other fields not explicit -> null.,VinFast,VF3,2024.0,1700.0,,Thuê pin,,False
3206,"Evidence: 'VF9 Plus Mua Pin 2025, đi chỉ ~10.000 km' -> imputed_year=2025, imputed_mileage_km=10000. 'Mua pin' -> battery_status. 'Sơn zin' -> indicates no aftermarket modifications -> has_aftermarket_mods=false. ",VinFast,VF9 Plus,2025.0,10000.0,,Mua pin,,False
3207,"Evidence: 'vf5 plus trắng, biển tỉnh ... số odo 20 vạn' -> imputed_mileage_km=200000. 'xe mua Pin' -> battery_status. 'xe không lỗi, đâm, ngập' -> is_accident_free=true. 'phim cách nhiệt' not explicitly stated; no aftermarket mods explicitly listed -> has_aftermarket_mods=null.",VinFast,VF5 Plus,,200000.0,,Mua pin,True,True
3208,Evidence: 'XẢ KHO VF8-VF9 PLUS CAO CẤP NHẤT 2025 MỚI 100%' -> imputed_year=2025. No ODO. 'gói phụ kiện 10 món cao cấp đầy đủ' -> has_aftermarket_mods = true. ,VinFast,VF8-VF9 Plus,2025.0,,,,,True
3209,"Evidence: 'VINFAST VF8 ECO 2023 MUA PIN' -> imputed_year=2023, battery_status='Mua pin'. 'ODO: 54.500 Km' -> imputed_mileage_km=54500. 'Xe KHÔNG ĐÂM ĐỤNG NGẬP NƯỚC' -> is_accident_free=true. 'Phim cách nhiệt' -> has_aftermarket_mods=true.",VinFast,VF8 ECO,2023.0,54500.0,,Mua pin,True,True
3225,"Brand: VinFast (from Name). Car model: VF3 (from Name). Imputed year: 2025 (from 'VinFast VF3 2025'). Imputed mileage_km: null. Imputed condition: null. Battery status: null. Accident free: null. Has aftermarket mods: null. Not explicitly mentioned, returning null.",VinFast,VF3,2025.0,,,,,False
3226,"Brand: VinFast (from Name). Car model: VF7 (from Name). Imputed year: 2025 (from 'VinFast VF7 2025'). Imputed mileage_km: null. Imputed condition: null. Battery status: null. Accident free: null. Has aftermarket mods: null. Not explicitly mentioned, returning null.",VinFast,VF7,2025.0,,,,,False
3227,"Brand: VinFast (from Name). Car model: VF5 (from Name). Imputed year: 2025 (from 'VinFast VF5 2025'). Imputed mileage_km: null. Imputed condition: null. Battery status: null. Accident free: null. Has aftermarket mods: null. Not explicitly mentioned, returning null.",VinFast,VF5,2025.0,,,,,False
3228,"Brand: Geely (from Name). Car model: Coolray (from Name). Imputed year: 2025 (from 'Geely Coolray 2025'). Imputed mileage_km: null. Imputed condition: null. Battery status: null. Accident free: null. Has aftermarket mods: null. Not explicitly mentioned, returning null.",Geely,Coolray,2025.0,,,,,False
3229,"Brand: VinFast (from Name). Car model: VF5 Plus (from Name). Imputed year: 2025 (from 'VinFast VF5 Plus 2025'). Imputed mileage_km: null. Imputed condition: null. Battery status: null. Accident free: null. Has aftermarket mods: null. Not explicitly mentioned, returning null.",VinFast,VF5 Plus,2025.0,,,,,False
3230,Brand: VinFast (from Name). Car model: VF3 (from Name). Imputed year: null (no year stated). Imputed mileage_km: 9300 (Odo: 9.300km). Imputed condition: null. Battery status: Mua pin (text shows 'MUA PIN'). Accident free: null. Has aftermarket mods: null. Not explicitly mentioned besides the odometer and 'MUA PIN' keyword.,VinFast,VF3,,9300.0,,Mua pin,,False
3231,"Brand: VinFast (from Name). Car model: VF8 Plus (from Name). Imputed year: 2022 (from 'VF8 Plus 2022'). Imputed mileage_km: 60000 (60.000km). Imputed condition: null. Battery status: null. Accident free: null. Has aftermarket mods: null. Not explicitly mentioned beyond the odometer, returning null for other fields.",VinFast,VF8 Plus,2022.0,60000.0,,,,False
3232,Brand: VinFast (from Name). Car model: VF8 Plus (from Name). Imputed year: 2023 (from 'VF8 Plus 2023'). Imputed mileage_km: 31000 (31.000km). Imputed condition: null. Battery status: Mua pin (text 'Mua Pin SDI'). Accident free: null. Has aftermarket mods: null.,VinFast,VF8 Plus,2023.0,31000.0,,Mua pin,,False
3233,"Brand: VinFast (from Name). Car model: VF3 (from Name). Imputed year: null (no year stated). Imputed mileage_km: null. Imputed condition: null. Battery status: null. Accident free: null. Has aftermarket mods: null. Not explicitly mentioned, returning null.",VinFast,VF3,,,,,,False
3234,Brand: VinFast (from Name). Car model: VF8 Eco (from Name). Imputed year: 2023 (from 'VF8 Eco 2023'). Imputed mileage_km: 38000 (38.000km). Imputed condition: null. Battery status: Mua pin (text 'Mua Pin Catl'). Accident free: null. Has aftermarket mods: null.,VinFast,VF8 Eco,2023.0,38000.0,,Mua pin,,False
3235,"Brand: VinFast (from Name). Car model: VF3 (from Name). Imputed year: null. Imputed mileage_km: 4800 (4.800km). Imputed condition: null. Battery status: null. Accident free: null. Has aftermarket mods: null. Not explicitly mentioned, returning null.",VinFast,VF3,,4800.0,,,,False
3236,Brand: VinFast (from Name). Car model: VF8 Eco (from Name). Imputed year: 2023 (from 'VF8 Eco 2023'). Imputed mileage_km: 25000 (25.000km). Imputed condition: null. Battery status: Mua pin (text 'Mua Pin Catl'). Accident free: null. Has aftermarket mods: null.,VinFast,VF8 Eco,2023.0,25000.0,,Mua pin,,False
3237,"Brand: VinFast (from Name). Car model: Limo (from Name). Imputed year: null. Imputed mileage_km: null. Imputed condition: null. Battery status: null. Accident free: null. Has aftermarket mods: null. Not explicitly mentioned, returning null.",VinFast,Limo,,,,,,False
3238,Brand: VinFast (from Name). Car model: VF6 Plus (from Name). Imputed year: null. Imputed mileage_km: null. Imputed condition: null. Battery status: Mua pin (text 'Mua Pin'). Accident free: null. Has aftermarket mods: null.,VinFast,VF6 Plus,,,,Mua pin,,False
3239,"Brand: VinFast (from Name). Car model: VF5 (from Name). Imputed year: null. Imputed mileage_km: null. Imputed condition: null. Battery status: null. Accident free: null. Has aftermarket mods: null. Not explicitly mentioned, returning null.",VinFast,VF5,,,,,,False
3240,"ID explicitly provided in prompt: 3240. Brand inferred from 'VinFast' in the Name 'Xe điện VinFast VF 5 Đỏ'. Car model inferred from 'VF 5' in the Name. imputed_year: Not explicitly mentioned, returning null. imputed_mileage_km: Not explicitly mentioned, returning null. imputed_condition: Not explicitly mentioned, returning null. battery_status: Not explicitly mentioned, returning null. is_accident_free: Not explicitly mentioned, returning null. has_aftermarket_mods: Not explicitly mentioned, returning null.",VinFast,VF5,,,,,,False
3241,"Brand inferred from 'VinFast' in the Name 'VinFast VF3 Hồng Bản thuê pin'. Car model inferred from 'VF3'. Mileage explicit: 'chạy 6700km' → 6700. Battery status explicit: 'thuê pin'. Accidents: text includes 'không đâm đụng' and 'không ngập'. Aftermarket mods explicit: 'Xe đã bọc ghế da, dán phim cách nhiệt, thảm sàn' → True.",VinFast,VF3,,6700.0,,Thuê pin,True,True
3242,Brand inferred from 'VinFast' in Name. Car model inferred as 'Limo Green'. Imputed year explicit: '2025'. Mileage not stated. Battery status not stated. Is_accident_free not stated. Aftermarket mods not stated.,VinFast,Limo Green,2025.0,,,,,False
3243,Brand inferred from 'VinFast'. Car model inferred from 'VF9 Plus'. Imputed year explicit: '2023'. Mileage explicit: 'đi 30000km' → 30000. Battery status not stated. Accident status not stated. Aftermarket mods not stated.,VinFast,VF9 Plus,2023.0,30000.0,,,,False
3244,"Brand inferred from 'Vinfast'. Car model inferred as 'VF5 Plus'. Imputed year explicit: '2025'. Mileage explicit: '21.000km' (21,000). Battery status explicit: 'Mua pin'. Accidents: explicit 'không đâm đụng, không ngập nước'. Aftermarket mods explicit: 'bệ tỳ tay, bọc trần, lót thảm trải sàn, led cánh chim, bhtv, gương điện' → True.",VinFast,VF5 Plus,2025.0,21000.0,,Mua pin,True,True
3245,"Brand inferred from 'Vinfast'. Car model inferred as 'VF5 Plus'. Mileage explicit: 'Odo: 96.000km' → 96000. Battery status explicit: 'Mua Pin'. Accidents: 'KHÔNG đâm đụng, KHÔNG ngập nước'. Aftermarket mods explicit: 'film cách nhiệt, lót sàn, BHTV' → True.",VinFast,VF5 Plus,,96000.0,,Mua pin,True,True
3246,Brand inferred from 'VinFast'. Car model inferred as 'VF5'. Imputed year explicit: '2025'. Mileage explicit: 'Số ODO: 10km' → 10. Aftermarket mods not explicitly stated. Battery status not stated. Accident status not stated.,VinFast,VF5,2025.0,10.0,,,,False
3247,Brand inferred from 'VinFast'. Car model inferred as 'VF3'. Imputed year explicit: '2024'. Mileage explicit: 'Odo 1 Vạn' → 10000. Battery status explicit: 'Pin Thuê' (Thuê pin). Accident status not stated. Aftermarket mods not stated.,VinFast,VF3,2024.0,10000.0,,Thuê pin,,False
3248,Brand inferred from 'VinFast'. Car model inferred as 'VF5 Plus'. Imputed year not stated. Mileage not stated. Battery status not stated. Accidents not stated. Aftermarket mods not stated.,VinFast,VF5 Plus,,,,,,False
3249,Brand inferred from 'Vinfast'. Car model inferred as 'VFE34'. Imputed year explicit: '2023'. Mileage explicit: 'Quảng đường đi được 285km' → 285. Battery status not stated. Accident status not stated. Aftermarket mods not stated.,VinFast,VFE34,2023.0,285.0,,,,False
3250,Brand inferred from 'VinFast'. Car model inferred as 'VF5'. Imputed year explicit: '2024'. Mileage not stated. Battery status not stated. Accidents not stated. Aftermarket mods not stated.,VinFast,VF5,2024.0,,,,,False
3251,Brand inferred from 'VinFast'. Car model inferred as 'VF3'. Imputed year explicit: '2025'. Mileage explicit: 'odo 4900km' → 4900. Battery status not stated. Accident status not stated. Aftermarket mods not stated.,VinFast,VF3,2025.0,4900.0,,,,False
3252,"Brand inferred from 'VinFast'. Car model inferred as 'VF3'. Imputed year explicit: '2024'. Mileage not stated. Battery status not stated. Accident status not stated. Aftermarket mods explicit: 'Dán phim cách nhiệt, Ốp Lazang, Mặt calang...' → True.",VinFast,VF3,2024.0,,,,,True
3253,Brand inferred from 'VinFast'. Car model inferred as 'VF7'. Imputed year explicit: '2025'. Mileage not stated. Battery status not stated. Accident status not stated. Aftermarket mods not stated.,VinFast,VF7,2025.0,,,,,False
3254,Brand inferred from 'VinFast'. Car model inferred as 'VF3'. Imputed year explicit: '2025'. Mileage not stated. Battery status not stated. Accident status not stated. Aftermarket mods not stated.,VinFast,VF3,2025.0,,,,,False
3270,"Year inferred from explicit phrase 'VF8 2025' in the Name. Not explicit about condition in text, no 'Mới 100%' or 'Đã qua sử dụng' phrases found.",VinFast,VF8,2025.0,,,,,False
3271,"No explicit year, mileage, or condition mentioned in the text; no battery status keywords present.",VinFast,VF9,,,,,,False
3272,Desc mentions 'Gói thuê pin 900k/ tháng' which explicitly indicates battery rental.,VinFast,VF3,,,,Thuê pin,,False
3273,Text includes 'VF3 thuê pin 2024' indicating year is 2024 and rental battery ('Thuê pin'). Also says 'Chính chủ cần bán' (used) and 'đã lên rất nhiều đồ' (aftermarket mods).,VinFast,VF3,2024.0,,Đã qua sử dụng,Thuê pin,,True
3274,"No explicit battery status, condition, or aftermarket modifications mentioned in the text.",VinFast,VF8,,,,,,False
3275,BYD M6 MPV description focuses on price and features; no battery rental/purchase or aftermarket mods explicitly stated.,BYD,M6 MPV 7 chỗ,,,,,,False
3276,Text states 'VF8 Plus 2022 (Thuê Pin)' indicating year 2022 and battery rental.,VinFast,VF8 Plus,2022.0,67000.0,,Thuê pin,,False
3277,'VF5 Plus 24' model with 'Mua pin' explicitly stated as battery status.,VinFast,VF5 Plus 24,,25000.0,,Mua pin,,False
3278,Text references 'VF5 Plus Đỏ' with general financing; no explicit battery status or aftermarket mods.,VinFast,VF5 Plus,,,,,,False
3279,'Vinfast VF e34 2022' indicates year 2022 and 'Thuê pin' explicitly stated.,VinFast,VF e34,2022.0,13000.0,,Thuê pin,,False
3280,Text includes 'Mua pin' in description for VF8 ECO 2023; year stated as 2023.,VinFast,VF8 ECO,2023.0,,,Mua pin,,False
3281,'VF7 Plus 2 cầu 2025' explicit year; no mileage or battery info.,VinFast,VF7 Plus,2025.0,,,,,False
3282,'VF 8 Xám 5 chỗ' mentions 'Xăng sang điện hoàn 70tr' but does not specify battery rental/purchase; no modification info.,VinFast,VF8,,,,,,False
3283,"'VFe34 22 - PIN TIÊN PHONG' indicates battery rental ('Thuê pin'); year 2022; mileage 59,000km.",VinFast,VFe34 22,2022.0,59000.0,,Thuê pin,,False
3284,"Describes 'VF6eco - plus 10km' but no explicit year, mileage, battery status, or aftermarket mods.",VinFast,VF6eco - plus,,,,,,False
3255,"Year explicitly stated: '2025' in the Title 'Vinfast VF6 Plus 2025 Trắng'. Mileage not disclosed. 'Bản mua pin' explicitly indicates Mua pin. 'không va chạm, không thủy kích' indicates accident-free. No explicit aftermarket mods mentioned. imputed_condition not explicitly mentioned, returning null.",VinFast,VF6 Plus,2025.0,,,Mua pin,True,False
3256,Year inferred from title 'VF3 2024'; ODO '5.000KM' indicates mileage 5000 and used; 'Bản Thuê Pin' indicates battery status 'Thuê pin'.,VinFast,VF3,2024.0,5000.0,Đã qua sử dụng,Thuê pin,,False
3257,Year inferred from title 'VinFast VF5 2025'; ODO '5.200 km' indicates mileage 5200 and used; 'Bản' implies 'Thuê Pin' in description.,VinFast,VF5,2025.0,5200.0,Đã qua sử dụng,Thuê pin,,False
3258,"Odo '38.000 km' indicates mileage 38000 and used; 'Mua pin' explicit; 'Không đâm đụng, ngập nước' indicates accident-free.",VinFast,VF8 ECO,2023.0,38000.0,Đã qua sử dụng,Mua pin,True,False
3259,"Kèm Pin mentioned, but no explicit year/mileage/condition; Battery status not clearly 'Mua' or 'Thuê'; none of explicit condition phrases appear. Not explicitly mentioned.",VinFast,VF3,,,,,,False
3260,"Odo '≈4.000km' indicates mileage 4000 and used; 'Mua Pin - Pin CATL' explicitly indicates Mua pin; 'Không đâm đụng, ngập nước' indicates accident-free.",VinFast,VF9 Plus,2024.0,4000.0,Đã qua sử dụng,Mua pin,True,False
3261,"No explicit year or mileage. 'Sẵn bảo hiểm thân vỏ', 'Bao không ngập' appears, indicating no flood risk but not a formal year/mileage; not enough to infer condition. Not explicitly mentioned.",VinFast,VF5,,,,,True,False
3262,"No explicit year or mileage. Text mentions 'VF7 New 100%', but year/mileage not stated.",VinFast,VF7,,,,,,False
3263,No explicit year or mileage in 'VinFast VF8 New 100%'.,VinFast,VF8,,,,,,False
3264,Text references 'LIMO GREEN 7 CHỖ' and resale/loan context but no explicit year/mileage.,VinFast,Limo Green,,,,,,False
3265,Odo '≈4.000 km' indicates mileage 4000 and used; 'Pin CATL' appears but no explicit 'Mua pin'/'Thuê pin' phrase; treat battery status as null. ,VinFast,VF9 Plus,2024.0,4000.0,Đã qua sử dụng,,,False
3266,Text describes VF9 offers and promotions but no explicit year/mileage/condition. No explicit accident or mods information.,VinFast,VF9,,,,,,False
3267,Product name 'VinFast Limo Green New 100%' without year/mileage information.,VinFast,Limo Green,,,,,,False
3268,Text references VF6 and platform signup; no explicit year/mileage/condition.,VinFast,VF6,,,,,,False
3269,Year stated: '2025' in the title 'VinFast VF7 2025...'. No mileage explicit.,VinFast,VF7,2025.0,,,,,False
3285,"Not explicitly mentioned, returning null. The prompt does not explicitly provide year, mileage, condition, battery status, accident status, or aftermarket mods for this record.",VinFast,VF6,,,,,,False
3286,"Not explicitly mentioned, returning null. No year/mileage/condition/battery/accident/mods information explicitly provided for this record.",VinFast,VF7,,,,,,False
3287,"Not explicitly mentioned, returning null.",VinFast,VF8,,,,,,False
3288,"Year is stated as 2024 ('VinFast VF5 Plus 2024 màu đỏ'). Explicit statement 'Xe cam kết không đâm đụng, không ngập nước' indicates accident-free. imputed_year=2024; is_accident_free=true. Other fields: Not explicitly mentioned, returning null.",VinFast,VF5 Plus,2024.0,,,,True,False
3289,Năm sx 2024 is explicitly stated ('Năm sx 2024') and Odo : 3.000 km indicates mileage 3000. Other fields not explicitly stated.,VinFast,VF3,2024.0,3000.0,,,,False
3290,"Not explicitly mentioned, returning null.",Hyundai,Accent,,,,,,False
3291,"Not explicitly mentioned, returning null.",Geely,EX5,,,,,,False
3292,Năm sx 2024 explicitly stated and mileage 15000 km; 'Thuê pin' explicitly stated. imputed_year=2024; imputed_mileage_km=15000; battery_status='Thuê pin'.,VinFast,VF3,2024.0,15000.0,,Thuê pin,,False
3293,"Not explicitly mentioned, returning null.",VinFast,VF5,,,,,,False
3294,Year 2024 is present in title 'BYD Dolphin 2024'. Not explicitly other data.,BYD,Dolphin,2024.0,,,,,False
3295,Full pin in title suggests battery purchased ('Full pin' implies no battery leasing). Therefore battery_status='Mua pin'. Not explicitly other data.,VinFast,VF3,,,,Mua pin,,False
3296,"Not explicitly mentioned, returning null.",VinFast,Limo,,,,,,False
3297,Năm sx 2024 and 24000 km are stated; set imputed_year=2024 and imputed_mileage_km=24000.,VinFast,VF5 Plus,2024.0,24000.0,,,,False
3298,"Not explicitly mentioned, returning null.",VinFast,VF3,,,,,,False
3299,Năm sx 2023 is stated; no explicit battery leasing status. imputed_year=2023; other fields not stated.,VinFast,VF8,2023.0,,,,,False
3300,"Year inferred from the phrase 'sản xuất năm 2025' in Desc; Condition inferred as 'Mới 100%' from the phrase 'mẫu xe điện hoàn toàn mới'; Therefore imputed_mileage_km set to 0 per the 'Mới 100%' rule. No explicit mileage, battery ownership, accident info, or aftermarket mods are mentioned.",VinFast,Limo Green,2025.0,0.0,Mới 100%,,,False
3301,"Name includes 'VinFast VF3 2025' indicating year 2025; Desc contains promotions but no explicit mileage, condition, or battery ownership details.",VinFast,VF3,2025.0,,,,,False
3302,"Name contains 'VF6 Plus bản Full mua pin' which indicates battery status; No explicit year in Desc; Year not inferable from provided text, so imputed_year=null.",VinFast,VF6 Plus,,,,Mua pin,,False
3303,Name includes 'VinFast Limo Green 2025' indicating year 2025; No explicit mileage or condition stated.,VinFast,Limo Green,2025.0,,,,,False
3304,"Desc states 'đã mua, nhưng chưa sử dụng lần nào' indicating new condition; Year not stated in either Name or Desc; imputed_year=null.",VinFast,VF3,,0.0,Mới 100%,,,False
3305,Desc contains 'sx 2022 bản thuê pin' indicating year 2022 and battery lease; Mileage 50000 km; Condition inferred as 'Đã qua sử dụng'.,VinFast,VF e34,2022.0,50000.0,Đã qua sử dụng,Thuê pin,,False
3306,Desc includes 'Mới 100%' and '2025' indicating year 2025 and new condition; Mileage set to 0 per new-car rule.,VinFast,VF3,2025.0,0.0,Mới 100%,,,False
3307,"Odo reads 35,000 km indicating used; explicit note 'đã lên đồ chơi: ghế và trang trí, nội thật màu hồng' indicates aftermarket mods;",Wuling,Ô tô điện Hồng,,35000.0,Đã qua sử dụng,,,True
3308,"Desc does not specify year, mileage, condition, or battery ownership; no explicit aftermarket mods.",VinFast,VF9 PLUS,,,,,,False
3309,Desc mentions 'VF8 2023 Plus - GF 108000 km' indicating year 2023 and mileage 108000; Condition inferred as 'Đã qua sử dụng'.,VinFast,VF8,2023.0,108000.0,Đã qua sử dụng,,,False
3310,Desc states 'Limo Green là mẫu xe MPV 7 chỗ chạy điện hoàn toàn mới' indicating new condition; Year not stated; Mileage 0.,VinFast,Limo Green,,0.0,Mới 100%,,,False
3311,"No explicit year, mileage, or condition in Desc; Name indicates VF3 but year not provided; fields left null where not explicitly stated.",VinFast,VF3,,,,,,False
3312,"No explicit year, mileage, or condition; mentions VF7 promotions only.",VinFast,VF7,,,,,,False
